PRICE;MIN_NIGHTS;QTD_VIEWS;REVIEWS_MONTH;CALC_HOST_LISTINGS_COUNT;AVAILABILITY_365;SK_DT_LAST_REVIEW;SK_ANUNCIO;SK_HOST;SK_ROOM_TYPE;SK_LOCALIDADE
214;2;11;3;327;304;20/06/2019;41458;30566;3;45
188;2;4;1;327;298;12/04/2019;41459;30566;3;45
247;2;4;1;327;314;14/05/2019;41460;30566;3;45
220;2;4;1;327;331;27/05/2019;41461;30566;3;45
196;2;6;1;327;325;11/06/2019;41462;30566;3;45
218;2;4;1;327;279;23/06/2019;41463;30566;3;45
396;2;8;2;327;289;24/06/2019;41465;30566;3;45
214;2;5;1;327;268;26/05/2019;41466;30566;3;45
196;2;9;2;327;318;18/06/2019;41468;30566;3;45
380;2;12;4;327;302;20/06/2019;41469;30566;3;45
229;2;2;1;327;351;23/06/2019;41470;30566;3;45
498;2;8;2;327;255;11/06/2019;41471;30566;3;45
215;2;3;1;327;317;13/06/2019;41472;30566;3;45
231;2;13;3;327;331;02/06/2019;41473;30566;3;45
234;2;5;1;327;343;19/06/2019;41474;30566;3;45
212;2;3;1;327;293;31/05/2019;41475;30566;3;45
228;2;8;2;327;343;29/05/2019;41476;30566;3;45
214;2;6;2;327;343;11/06/2019;41477;30566;3;45
214;2;3;1;327;333;25/05/2019;41478;30566;3;45
201;2;9;3;327;271;14/06/2019;41479;30566;3;45
214;2;2;1;327;331;08/06/2019;41480;30566;3;45
235;2;3;2;327;341;11/06/2019;41481;30566;3;45
256;2;9;3;327;277;23/06/2019;41483;30566;3;45
248;2;9;2;327;284;23/06/2019;41484;30566;3;45
216;2;9;2;327;332;22/06/2019;41485;30566;3;45
223;2;3;1;327;310;01/06/2019;41486;30566;3;45
229;2;11;2;327;329;17/06/2019;41487;30566;3;45
249;2;13;3;1;227;01/07/2019;41637;32639;3;45
306;90;0;;232;281;;41667;21710;3;45
500;5;16;4;1;298;22/06/2019;41872;32780;3;45
484;2;8;2;327;247;21/06/2019;41985;30566;3;45
211;2;15;4;327;325;21/06/2019;41986;30566;3;45
388;2;9;2;327;262;11/06/2019;41987;30566;3;45
407;2;9;2;327;294;23/06/2019;41988;30566;3;45
425;2;5;1;327;311;17/06/2019;41989;30566;3;45
432;2;3;1;327;323;14/06/2019;41990;30566;3;45
205;2;8;3;327;327;16/06/2019;41991;30566;3;45
248;2;7;3;327;294;26/06/2019;41992;30566;3;45
396;2;6;2;327;323;28/05/2019;41993;30566;3;45
376;2;10;2;327;276;24/05/2019;41994;30566;3;45
230;2;6;2;327;297;10/06/2019;41997;30566;3;45
416;2;7;2;327;338;08/06/2019;41998;30566;3;45
221;2;10;3;327;354;12/06/2019;42315;30566;3;45
195;30;13;5;1;174;30/06/2019;42543;33192;3;45
195;30;17;5;1;203;23/06/2019;42602;33233;3;45
520;2;6;2;327;262;16/06/2019;42609;30566;3;45
195;2;12;4;1;24;24/06/2019;42641;33260;3;45
300;2;0;;1;365;;42852;33406;3;45
135;35;0;;1;105;;43004;33499;3;45
134;15;1;1;1;2;23/06/2019;43182;33600;3;45
194;2;3;1;327;303;03/06/2019;43230;30566;3;45
470;2;5;2;327;272;02/06/2019;43232;30566;3;45
247;2;9;3;327;272;14/06/2019;43233;30566;3;45
505;2;8;4;327;263;22/06/2019;43318;30566;3;45
332;90;0;;232;115;;43356;21710;3;45
234;2;7;3;327;309;20/06/2019;43399;30566;3;45
230;2;6;2;327;327;20/06/2019;43400;30566;3;45
230;2;2;2;327;319;24/06/2019;43401;30566;3;45
228;2;9;3;327;317;23/06/2019;43416;30566;3;45
203;2;1;1;327;322;26/05/2019;43417;30566;3;45
472;2;8;3;327;262;23/06/2019;43527;30566;3;45
474;2;9;4;327;263;22/06/2019;43528;30566;3;45
214;2;1;1;327;319;09/06/2019;43529;30566;3;45
235;2;5;2;327;333;24/06/2019;43530;30566;3;45
244;2;2;1;327;315;04/06/2019;43531;30566;3;45
495;2;7;2;327;265;14/06/2019;43532;30566;3;45
398;2;0;;327;279;;43534;30566;3;45
229;2;2;2;327;338;22/06/2019;43538;30566;3;45
240;2;3;2;327;323;08/06/2019;43540;30566;3;45
236;2;10;4;327;319;17/06/2019;43542;30566;3;45
229;2;11;5;327;341;24/06/2019;43543;30566;3;45
229;2;7;3;327;327;23/06/2019;43545;30566;3;45
229;2;3;2;327;340;13/06/2019;43557;30566;3;45
325;5;7;3;1;131;09/06/2019;43615;33865;3;45
160;4;3;1;1;0;08/07/2019;43701;33927;3;45
255;2;4;2;327;215;20/06/2019;43729;30566;3;45
229;2;5;2;327;350;15/06/2019;43730;30566;3;45
235;2;3;1;327;340;19/05/2019;43731;30566;3;45
390;2;8;3;327;243;24/06/2019;43739;30566;3;45
475;2;7;3;327;253;18/06/2019;43741;30566;3;45
228;2;1;1;327;357;26/05/2019;43743;30566;3;45
165;2;6;2;1;1;01/07/2019;43787;33971;3;45
200;2;4;2;1;38;02/07/2019;43955;34076;3;45
228;2;5;2;327;347;12/06/2019;44003;30566;3;45
256;2;4;3;327;292;18/06/2019;44004;30566;3;45
188;2;6;3;327;329;20/06/2019;44005;30566;3;45
240;2;6;3;327;340;19/06/2019;44006;30566;3;45
255;2;6;3;327;237;08/06/2019;44007;30566;3;45
228;2;5;3;327;349;16/06/2019;44009;30566;3;45
408;2;2;1;327;273;22/06/2019;44033;30566;3;45
396;2;6;3;327;328;23/06/2019;44061;30566;3;45
215;2;1;1;327;346;16/06/2019;44062;30566;3;45
365;2;2;1;1;127;10/06/2019;44135;34185;3;45
208;5;4;2;1;9;26/06/2019;44137;34187;3;45
244;2;2;1;327;260;17/06/2019;44176;30566;3;45
409;2;3;1;327;325;19/06/2019;44177;30566;3;45
185;2;2;1;327;291;07/06/2019;44178;30566;3;45
230;2;6;2;327;285;18/06/2019;44180;30566;3;45
100;29;0;;327;325;;44181;30566;3;45
164;29;0;;327;328;;44182;30566;3;45
210;2;3;3;327;302;22/06/2019;44215;30566;3;45
164;29;0;;327;327;;44218;30566;3;45
256;2;4;3;327;293;14/06/2019;44223;30566;3;45
468;2;0;;327;255;;44224;30566;3;45
229;2;3;2;327;348;08/06/2019;44225;30566;3;45
217;2;4;2;327;272;21/06/2019;44231;30566;3;45
203;2;7;3;327;328;21/06/2019;44232;30566;3;45
229;30;0;;232;333;;44259;21710;3;45
262;30;0;;232;325;;44260;21710;3;45
470;2;3;2;327;237;23/06/2019;44274;30566;3;45
229;2;2;1;327;331;23/06/2019;44276;30566;3;45
470;2;4;2;327;242;14/06/2019;44277;30566;3;45
228;2;1;0;327;353;05/05/2019;44278;30566;3;45
247;2;4;2;327;232;23/06/2019;44348;30566;3;45
280;2;11;6;1;182;26/06/2019;44364;34329;3;45
257;2;0;;327;355;;44400;30566;3;45
139;7;2;1;1;1;11/06/2019;44518;34420;3;45
130;29;0;;327;338;;44524;30566;3;45
130;29;0;;327;246;;44535;30566;3;45
100;29;1;1;327;358;06/06/2019;44536;30566;3;45
179;29;0;;327;340;;44552;30566;3;45
100;29;0;;327;351;;44556;30566;3;45
300;3;7;4;1;231;01/07/2019;44560;34446;3;45
168;4;0;;1;29;;44567;34452;3;45
699;29;0;;327;337;;44589;30566;3;45
699;29;0;;327;333;;44592;30566;3;45
463;2;0;;327;289;;44619;30566;3;45
130;29;0;;327;337;;44624;30566;3;45
130;29;0;;327;361;;44670;30566;3;45
179;29;1;1;327;339;24/06/2019;44672;30566;3;45
220;30;0;;1;49;;44682;34510;3;45
230;5;1;1;1;43;24/05/2019;44723;34534;3;45
320;2;7;4;1;189;04/07/2019;44767;34566;3;45
340;2;1;1;1;302;24/06/2019;44773;34569;3;45
160;2;3;2;1;8;23/06/2019;44809;34593;3;45
360;3;3;2;1;243;06/07/2019;44856;34615;3;45
320;3;5;3;1;212;01/07/2019;44921;34658;3;45
215;3;2;1;1;14;24/05/2019;45059;34719;3;45
299;1;8;8;8;312;07/07/2019;45120;27101;3;45
650;1;0;;8;323;;45121;27101;3;45
309;1;0;;8;325;;45122;27101;3;45
222;2;1;1;327;315;29/05/2019;45150;30566;3;45
179;29;0;;327;333;;45159;30566;3;45
100;29;0;;327;342;;45160;30566;3;45
100;29;0;;327;342;;45164;30566;3;45
100;29;0;;327;342;;45166;30566;3;45
130;29;0;;327;349;;45167;30566;3;45
130;29;1;1;327;361;10/06/2019;45168;30566;3;45
100;29;0;;327;345;;45170;30566;3;45
255;2;2;1;1;12;22/06/2019;45317;34868;3;45
100;29;0;;327;332;;45344;30566;3;45
130;29;0;;327;332;;45381;30566;3;45
110;29;0;;327;343;;45385;30566;3;45
110;29;0;;327;357;;45388;30566;3;45
196;30;0;;6;222;;45630;35081;3;45
137;29;0;;327;361;;45724;30566;3;45
137;29;0;;327;333;;45725;30566;3;45
137;29;0;;327;341;;45727;30566;3;45
117;29;0;;327;345;;45730;30566;3;45
137;29;0;;327;318;;45733;30566;3;45
100;29;0;;327;326;;45934;30566;3;45
100;29;0;;327;347;;45935;30566;3;45
100;29;0;;327;333;;45936;30566;3;45
302;29;0;;327;190;;45937;30566;3;45
175;29;0;;327;37;;45941;30566;3;45
137;29;0;;327;347;;46023;30566;3;45
395;3;5;5;1;65;19/06/2019;46057;35363;3;45
299;4;0;;1;83;;46077;35378;3;45
225;3;3;2;1;68;23/06/2019;46143;35434;3;45
200;30;0;;6;292;;46195;35081;3;45
124;29;0;;327;344;;46216;30566;3;45
124;29;0;;327;354;;46217;30566;3;45
227;30;0;;6;332;;46277;35081;3;45
280;3;3;3;1;199;06/07/2019;46349;35587;3;45
249;3;4;4;1;86;03/07/2019;46456;35676;3;45
130;30;0;;1;146;;46502;35702;3;45
250;3;10;8;1;335;03/07/2019;46508;35706;3;45
321;3;4;4;1;65;30/06/2019;46646;35809;3;45
215;30;0;;6;299;;46717;35081;3;45
170;30;0;;6;221;;46719;35081;3;45
175;30;0;;6;317;;46722;35081;3;45
189;3;2;2;1;339;30/06/2019;46758;35901;3;45
185;30;0;;2;346;;46771;35873;3;45
199;1;3;3;1;324;20/06/2019;46788;35929;3;45
175;30;0;;1;311;;46859;35966;3;45
200;1;1;1;1;326;27/06/2019;46908;36005;3;45
250;2;2;2;1;335;21/06/2019;46931;36021;3;45
225;1;1;1;1;82;20/06/2019;47076;36127;3;45
215;1;4;4;1;246;23/06/2019;47081;36132;3;45
205;1;3;3;1;45;23/06/2019;47106;36150;3;45
200;9;0;;1;15;;47126;36165;3;45
365;2;0;;1;18;;47148;36180;3;45
220;2;1;1;1;10;12/06/2019;47170;36197;3;45
265;1;2;2;1;246;24/06/2019;47236;36250;3;45
135;2;2;2;1;2;05/07/2019;47405;36360;3;45
200;4;1;1;1;108;01/07/2019;47477;36408;3;45
180;29;0;;327;342;;47530;30566;3;45
270;29;0;;327;350;;47531;30566;3;45
750;3;0;;1;352;;47618;36510;3;45
220;4;0;;1;6;;47646;36534;3;45
600;3;0;;1;355;;47666;36548;3;45
198;29;0;;327;345;;47688;30566;3;45
180;29;0;;327;338;;47689;30566;3;45
135;29;0;;327;339;;47693;30566;3;45
165;29;0;;327;342;;47694;30566;3;45
165;29;0;;327;347;;47695;30566;3;45
699;29;0;;327;327;;47816;30566;3;45
699;29;0;;327;341;;47823;30566;3;45
150;30;1;1;1;53;03/07/2019;47908;36729;3;45
180;2;2;2;1;295;30/06/2019;48008;36812;3;45
180;30;0;;1;333;;48011;36814;3;45
255;1;0;;1;9;;48086;36865;3;45
170;1;1;1;1;323;06/07/2019;48459;37140;3;45
75;1;1;1;1;181;03/07/2019;48603;37248;3;45
430;3;0;;1;42;;48628;37266;3;45
158;7;0;;1;70;;48669;37295;3;45
225;4;0;;1;79;;48677;37303;3;45
475;2;0;;1;64;;48835;37423;3;45
130;6;16;0;1;38;15/06/2019;85;79;3;24
500;4;9;0;1;0;02/01/2017;907;766;3;24
349;1;169;2;1;344;23/06/2019;1197;1019;3;24
90;3;0;;1;157;;1276;1091;3;24
140;4;15;0;1;365;03/08/2017;1488;1285;3;24
110;1;3;0;1;0;21/08/2016;1655;1427;3;24
150;5;52;1;1;311;28/05/2019;1719;1484;3;24
130;1;219;3;1;237;13/06/2019;1913;1651;3;24
60;5;3;0;1;189;30/04/2019;1955;1688;3;24
115;2;20;0;1;282;19/05/2019;1988;1719;3;24
120;3;13;0;2;327;27/08/2016;2564;2217;3;24
171;2;34;1;3;243;02/07/2019;2685;2322;3;24
100;30;49;1;1;342;02/01/2017;2702;2337;3;24
95;7;22;0;1;20;21/06/2019;2794;2413;3;24
190;2;95;2;2;349;29/06/2019;2814;2428;3;24
95;2;147;2;3;275;17/06/2019;2895;1761;3;24
49;2;23;4;1;262;03/07/2019;2962;2552;3;24
70;4;26;0;1;81;19/05/2018;3188;2750;3;24
115;30;4;0;1;47;15/01/2016;3352;2893;3;24
50;10;4;0;1;0;13/07/2014;3549;3070;3;24
140;1;141;2;1;307;01/07/2019;3825;3321;3;24
79;2;8;0;1;6;05/09/2017;3928;3410;3;24
70;20;11;0;1;211;30/12/2018;4230;3672;3;24
100;8;0;;1;0;;4265;3704;3;24
87;2;132;3;2;233;14/06/2019;4323;3750;3;24
86;3;62;1;1;0;04/11/2017;4371;3795;3;24
100;6;2;0;1;202;01/07/2018;4423;3832;3;24
109;2;2;0;1;0;28/06/2017;4501;3893;3;24
165;2;172;3;1;264;06/07/2019;4607;3989;3;24
70;1;5;0;1;0;01/12/2015;4652;4032;3;24
90;7;4;0;1;0;18/05/2016;4718;4090;3;24
78;18;11;0;1;0;03/08/2015;4720;4092;3;24
85;5;1;0;1;0;03/07/2017;4768;4137;3;24
80;2;103;2;1;0;27/05/2019;5031;4374;3;24
120;3;12;0;1;0;19/08/2018;5055;4390;3;24
50;24;0;;1;0;;5301;4587;3;24
75;5;2;0;1;0;23/09/2015;5424;4684;3;24
100;3;9;0;1;0;05/04/2016;5551;4792;3;24
109;2;37;1;1;356;16/06/2019;5670;4893;3;24
85;3;12;0;1;97;21/09/2018;5675;4894;3;24
150;3;37;1;1;320;01/07/2019;5714;4926;3;24
125;3;6;0;1;0;08/07/2016;6076;5240;3;24
72;1;3;0;1;0;05/06/2016;6802;5871;3;24
415;4;3;0;1;0;03/07/2015;7059;6092;3;24
80;4;51;1;2;306;22/06/2019;7081;6110;3;24
90;3;24;0;1;29;07/04/2019;7223;6235;3;24
95;3;0;;1;0;;7286;6288;3;24
130;1;45;1;1;7;23/06/2019;7493;6458;3;24
80;5;1;0;1;0;15/09/2015;7522;6483;3;24
99;2;35;1;2;15;28/04/2019;7552;6504;3;24
85;2;11;1;1;0;20/06/2019;7760;6669;3;24
100;28;0;;1;4;;8245;7082;3;24
110;3;58;1;2;205;24/06/2019;8606;6110;3;24
90;6;33;1;1;0;31/05/2017;8620;7411;3;24
175;1;0;;1;0;;8722;7501;3;24
75;7;0;;1;0;;8763;7537;3;24
120;6;1;0;2;0;04/09/2018;8895;6332;3;24
70;2;150;3;1;222;22/06/2019;8922;7656;3;24
85;2;2;0;2;0;03/10/2016;8963;7693;3;24
120;5;19;0;1;1;25/07/2016;8994;7721;3;24
85;3;0;;1;0;;9111;7814;3;24
90;2;12;0;1;0;19/12/2015;9128;7825;3;24
100;1;2;0;1;0;30/12/2015;9588;8249;3;24
99;7;2;0;1;0;17/08/2015;9592;8253;3;24
50;21;0;;1;0;;9690;8345;3;24
125;3;105;3;1;195;25/06/2019;9711;8363;3;24
80;3;10;2;1;124;27/05/2019;10173;8774;3;24
90;1;3;0;1;0;10/07/2016;10175;8776;3;24
99;2;85;2;1;342;03/06/2018;10419;8985;3;24
70;3;0;;2;0;;11005;6755;3;24
77;2;136;3;2;265;01/07/2019;11036;9511;3;24
800;3;1;0;1;0;21/12/2015;11091;9562;3;24
63;5;35;1;2;98;12/06/2019;11259;8325;3;24
97;2;22;1;1;2;21/05/2019;11638;10025;3;24
89;1;0;;1;0;;11853;10207;3;24
100;1;10;0;1;0;17/07/2016;11858;10211;3;24
83;2;0;;1;0;;12304;10607;3;24
70;2;1;0;1;0;10/04/2019;12612;10865;3;24
70;20;0;;1;0;;12764;11005;3;24
155;1;1;0;1;0;06/01/2016;13068;11253;3;24
101;1;2;0;1;0;30/12/2015;13248;11402;3;24
128;3;2;0;1;0;30/04/2017;13436;11555;3;24
80;7;0;;1;0;;13793;11848;3;24
100;5;2;0;1;0;11/04/2016;13940;11972;3;24
98;4;106;3;3;273;24/06/2019;13989;12013;3;24
75;7;1;0;1;0;13/02/2016;14020;12040;3;24
92;1;25;1;2;0;01/01/2018;14222;12218;3;24
219;2;119;3;1;275;19/06/2019;14261;12253;3;24
69;5;1;0;1;0;13/04/2019;14422;12386;3;24
85;2;168;4;1;246;06/07/2019;14460;12419;3;24
150;3;125;3;3;264;01/07/2019;14743;261;3;24
119;3;121;3;1;280;08/07/2019;14965;12809;3;24
99;1;3;0;1;0;20/05/2016;14982;12826;3;24
92;1;5;0;3;0;07/08/2017;15168;12013;3;24
436;3;9;0;1;27;02/07/2019;15417;13164;3;24
290;5;4;0;1;0;19/08/2018;15482;13216;3;24
85;21;0;;1;0;;15772;13450;3;24
62;15;7;0;1;0;06/09/2018;15782;13459;3;24
175;3;96;2;1;209;22/06/2019;15827;13498;3;24
90;4;7;0;1;0;23/04/2019;16055;13674;3;24
80;3;32;1;1;0;21/09/2018;16108;13715;3;24
120;3;3;0;1;0;04/06/2018;16127;13733;3;24
100;2;21;1;1;0;21/07/2017;16157;13758;3;24
65;5;13;0;1;0;30/04/2019;16227;13802;3;24
80;29;5;0;1;68;04/09/2018;16432;13960;3;24
125;2;52;1;2;20;06/03/2019;16960;14387;3;24
80;5;3;0;1;0;27/07/2018;17031;14440;3;24
75;30;46;1;1;89;06/11/2018;17060;14464;3;24
70;6;70;2;1;3;03/07/2019;17088;14482;3;24
115;3;4;0;1;0;15/09/2017;17115;14500;3;24
113;7;0;;3;0;;17355;13845;3;24
120;2;48;1;1;53;08/04/2018;17443;14797;3;24
200;2;10;1;1;167;01/07/2019;17798;15094;3;24
189;2;88;3;1;255;27/06/2019;17917;15186;3;24
160;2;18;1;1;0;22/04/2019;18684;15811;3;24
100;3;4;0;1;69;22/03/2019;18810;15903;3;24
88;4;8;0;1;0;20/08/2018;18960;16015;3;24
275;2;102;3;1;276;23/06/2019;19503;16414;3;24
250;4;3;1;1;35;25/06/2019;19560;16456;3;24
180;3;5;0;2;0;07/01/2018;19606;16497;3;24
153;3;64;2;1;277;24/06/2019;19733;16600;3;24
98;2;27;1;1;168;09/06/2019;20074;16887;3;24
72;1;15;3;1;1;23/06/2019;20216;16992;3;24
89;2;9;0;1;0;01/10/2018;20480;17208;3;24
92;7;15;0;2;281;02/01/2019;20525;3391;3;24
71;1;124;4;1;64;24/06/2019;20527;17247;3;24
55;2;5;0;1;0;28/08/2017;20839;17500;3;24
56;20;3;0;1;0;15/07/2018;20867;17522;3;24
69;1;0;;1;0;;20908;17552;3;24
123;1;0;;1;0;;21130;17735;3;24
1000;1;1;0;2;365;02/04/2019;21178;2428;3;24
75;1;12;0;1;0;19/06/2017;21225;17807;3;24
100;1;0;;1;0;;21601;18110;3;24
140;3;26;1;2;161;01/07/2019;21920;17021;3;24
105;31;2;0;1;41;25/03/2018;21924;18359;3;24
86;14;1;0;3;349;04/07/2017;22522;7963;3;24
175;7;3;0;1;0;18/02/2019;22749;19007;3;24
100;3;62;2;1;108;19/05/2019;22791;19038;3;24
85;6;14;1;3;339;24/03/2019;22834;7963;3;24
125;20;0;;1;4;;22876;19107;3;24
150;2;77;3;1;106;16/06/2019;23707;19769;3;24
85;5;2;0;1;0;01/01/2018;23864;19901;3;24
85;1;0;;1;0;;24273;20240;3;24
75;2;3;0;1;0;11/09/2017;24892;20744;3;24
200;4;17;1;1;95;17/06/2019;24966;20800;3;24
250;2;58;3;1;312;30/06/2019;25303;21066;3;24
115;5;4;0;1;3;24/04/2019;25351;21107;3;24
99;3;2;0;3;311;01/01/2018;25356;13148;3;24
80;1;2;0;2;0;25/08/2017;25647;17081;3;24
80;60;46;2;1;54;01/01/2019;25829;21479;3;24
165;6;0;;1;0;;25886;21521;3;24
100;3;1;0;1;0;04/01/2018;26922;22294;3;24
71;2;14;1;1;0;27/12/2018;26969;22327;3;24
97;3;2;0;1;0;18/11/2017;27092;22424;3;24
55;2;70;4;1;5;24/06/2019;27259;22553;3;24
120;5;1;0;1;0;10/11/2017;27279;22567;3;24
125;3;40;2;1;0;21/05/2019;27578;22813;3;24
95;2;27;1;1;167;24/06/2019;27609;22835;3;24
100;3;13;1;1;7;25/06/2019;27627;22849;3;24
95;3;24;1;1;277;06/06/2019;27792;22974;3;24
110;1;45;2;1;18;16/06/2019;27816;22991;3;24
95;2;41;2;2;0;27/05/2019;27890;18246;3;24
90;2;8;0;1;0;24/07/2018;28085;23210;3;24
95;3;2;0;1;0;06/01/2018;28151;23261;3;24
58;2;28;1;5;0;24/02/2019;28358;23432;3;24
22;2;35;2;1;312;29/04/2019;28519;23561;3;24
125;2;31;2;1;24;29/06/2019;28600;23630;3;24
90;2;13;1;1;5;07/04/2019;28790;23784;3;24
95;2;90;5;1;73;04/07/2019;28922;23890;3;24
64;30;2;0;1;268;30/04/2019;29128;24050;3;24
100;1;5;0;1;0;27/02/2018;29295;24180;3;24
89;1;4;0;1;0;07/03/2018;29511;24345;3;24
110;3;32;2;1;0;15/06/2019;29829;24597;3;24
100;2;1;0;1;0;25/02/2018;29862;24626;3;24
90;30;4;0;1;342;18/12/2018;29999;24726;3;24
55;4;8;1;1;0;08/11/2018;30050;24764;3;24
76;14;1;0;1;41;08/02/2018;30058;24771;3;24
100;4;20;1;1;328;01/07/2019;30671;25227;3;24
125;2;31;3;1;64;25/06/2019;30706;25250;3;24
175;3;52;4;3;222;29/06/2019;30907;261;3;24
350;7;1;0;2;77;21/04/2019;31236;3750;3;24
61;3;2;0;2;138;06/05/2019;31548;25858;3;24
599;2;34;2;4;0;25/04/2019;31689;22592;3;24
165;5;8;1;1;258;06/07/2019;31870;26097;3;24
150;4;1;0;1;20;18/07/2018;31944;26158;3;24
197;4;10;1;1;228;18/05/2019;32080;26259;3;24
90;1;48;4;1;21;06/07/2019;32528;26602;3;24
75;3;10;1;1;0;03/01/2019;32619;26668;3;24
59;5;3;0;1;0;26/05/2019;32824;26801;3;24
165;2;49;4;6;191;02/07/2019;33047;26970;3;24
745;4;1;0;1;28;02/01/2019;33080;26991;3;24
120;60;13;1;1;0;12/06/2019;33281;27137;3;24
75;2;42;4;6;87;05/07/2019;33298;26970;3;24
125;1;22;2;1;93;24/03/2019;33372;27202;3;24
110;4;18;2;1;46;30/06/2019;33528;27314;3;24
65;2;1;0;1;0;21/07/2018;33632;27394;3;24
150;4;18;2;1;52;18/06/2019;33738;27468;3;24
70;2;11;1;1;0;24/02/2019;33986;27639;3;24
100;2;5;0;1;0;31/03/2019;34217;27794;3;24
150;4;27;2;2;29;07/06/2019;34254;27815;3;24
250;1;0;;1;17;;34466;27931;3;24
115;3;11;1;1;165;05/06/2019;35050;28305;3;24
300;2;6;1;1;0;25/11/2018;35196;28404;3;24
195;2;0;;1;30;;35216;28417;3;24
80;90;0;;1;95;;35440;28571;3;24
102;2;0;;1;36;;35476;28594;3;24
75;5;14;1;1;19;18/05/2019;35521;28626;3;24
120;5;3;0;2;231;26/12/2018;35822;3060;3;24
330;3;2;1;2;18;03/07/2019;35897;16497;3;24
80;5;3;0;1;0;25/10/2018;36083;29013;3;24
185;5;2;0;1;33;23/11/2018;36142;29052;3;24
65;4;11;1;1;19;07/07/2019;36203;29101;3;24
95;6;1;0;1;0;28/10/2018;36231;29120;3;24
89;1;22;2;1;35;08/06/2019;36582;29351;3;24
150;2;13;2;1;160;30/06/2019;37024;29660;3;24
185;2;2;0;1;0;28/12/2018;37099;29710;3;24
81;5;13;2;1;8;25/06/2019;37256;29811;3;24
40;2;2;2;1;57;01/07/2019;37737;30170;3;24
120;3;2;1;1;31;04/05/2019;37816;30216;3;24
125;2;3;0;1;1;16/06/2019;38242;30528;3;24
350;3;0;;3;0;;38397;21629;3;24
90;3;7;2;1;5;11/06/2019;38818;30820;3;24
120;4;19;3;1;8;25/06/2019;38858;30849;3;24
90;3;2;0;1;0;29/04/2019;39011;30950;3;24
62;2;0;;1;54;;39462;31258;3;24
160;3;0;;1;0;;39860;31534;3;24
75;3;4;1;1;115;23/02/2019;40227;31763;3;24
125;4;10;3;5;84;02/07/2019;40330;28483;3;24
95;2;9;2;1;0;17/06/2019;40708;32087;3;24
110;2;6;2;1;17;30/06/2019;41259;32442;3;24
100;3;3;1;1;73;03/06/2019;41494;32543;3;24
110;13;0;;1;8;;41763;32716;3;24
105;3;1;0;1;38;29/03/2019;41804;32742;3;24
83;14;1;0;1;163;01/04/2019;41951;32823;3;24
110;2;1;0;1;260;23/03/2019;42688;33293;3;24
80;1;1;0;1;0;29/03/2019;42971;33481;3;24
110;3;2;2;1;108;07/07/2019;43286;33676;3;24
78;30;1;1;1;279;22/06/2019;43297;33683;3;24
120;4;1;0;1;0;08/05/2019;43883;34033;3;24
140;4;9;4;2;328;05/07/2019;44117;27815;3;24
105;3;5;5;1;51;05/07/2019;44184;34219;3;24
120;90;0;;1;49;;44205;34231;3;24
95;1;2;1;1;362;07/07/2019;44368;34332;3;24
275;2;10;5;1;298;03/07/2019;44409;34345;3;24
85;3;5;5;5;113;30/06/2019;44651;28483;3;24
85;3;0;;5;125;;45417;28483;3;24
85;3;3;3;5;86;29/06/2019;45427;28483;3;24
190;7;0;;1;16;;45438;34952;3;24
160;3;0;;1;125;;45664;35109;3;24
150;2;2;2;1;113;05/07/2019;45689;35125;3;24
150;20;0;;1;35;;46857;35964;3;24
89;2;1;1;1;4;27/06/2019;47023;36088;3;24
80;1;0;;1;12;;47044;36103;3;24
90;2;0;;1;10;;47221;36239;3;24
130;3;2;2;1;33;06/07/2019;47527;36448;3;24
75;2;1;1;2;32;30/06/2019;47752;36609;3;24
100;2;0;;2;71;;47882;36609;3;24
120;4;0;;1;65;;47884;36711;3;24
123;1;0;;1;365;;47927;36743;3;24
90;4;1;1;1;14;03/07/2019;48286;37017;3;24
195;5;0;;1;6;;48427;37120;3;24
305;2;108;1;1;201;30/06/2019;225;197;3;52
350;7;0;;1;0;;985;830;3;52
265;3;26;0;1;341;15/06/2019;1236;1056;3;52
375;2;33;1;1;346;15/05/2019;1596;1375;3;52
195;1;1;0;1;0;22/09/2014;1702;1470;3;52
175;25;49;1;1;188;17/10/2016;2021;1749;3;52
350;14;4;0;1;5;28/07/2018;2481;2148;3;52
1200;1;0;;1;0;;2898;2501;3;52
475;1;0;;1;0;;3060;2637;3;52
200;4;0;;1;0;;5098;4425;3;52
124;30;10;0;1;0;13/08/2016;5274;4568;3;52
2000;7;0;;1;0;;5944;5124;3;52
110;7;11;0;1;0;25/03/2016;6441;5546;3;52
220;1;1;0;1;0;17/06/2015;7734;6648;3;52
850;1;177;4;1;268;29/06/2019;9213;7903;3;52
299;28;160;3;1;315;22/06/2019;9281;7965;3;52
400;1;0;;1;0;;9881;8517;3;52
221;3;99;2;1;110;17/06/2019;10235;8830;3;52
150;7;1;0;1;0;29/07/2017;11777;10142;3;52
150;1;1;0;1;0;28/12/2015;13130;11304;3;52
275;1;0;;1;0;;13974;11999;3;52
99;14;0;;1;0;;14113;12124;3;52
600;5;28;1;1;338;26/05/2019;14558;12503;3;52
275;2;4;0;1;0;01/01/2018;14728;12634;3;52
275;2;136;3;1;170;15/06/2019;14908;12768;3;52
650;5;42;1;1;335;24/05/2019;14953;12800;3;52
525;5;49;1;1;314;13/06/2019;15400;13151;3;52
115;14;3;0;1;0;27/10/2018;15461;13198;3;52
154;1;0;;1;0;;15493;13227;3;52
200;5;1;0;1;0;01/08/2016;16560;14070;3;52
